Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
MiddleRightLink2,0.00600434318283062,-0.0142239999999997,-0.00612161228746982,0,0,0,0.0522696869799877,8.5636816000081E-06,1.384714636615E-07,1.04942766887823E-09,1.32217101778383E-05,1.38471463661503E-07,8.5636816000081E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleRightLink2.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleRightLink2.STL,,servo-2;holdservo-2;holdservo-8;servo-8,Origin_MiddleRightJoint22,Axis_MiddleRightJoint2,MiddleRightJoint2,continuous,0,0.046063,0,3.1416,1.5708,0,MiddleRightLink1,0,0,1,,,,,,,,,,,,
MiddleRightLink3,0.00369060677483836,-0.0404128398424318,0.00369375749998502,0,0,0,0.0123870986027426,3.44355530037886E-06,-1.23648257198683E-13,-1.2364825584536E-13,6.145291756456E-06,3.65304851631167E-07,7.79938480929222E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleRightLink3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleRightLink3.STL,,asb-10-4;asb-11-15;hornservo-14;hornservo-8,Origin_MiddleRightJoint32,Axis_MiddleRightJoint32,MiddleRightJoint3,continuous,0,-0.028448,-0.019114,-2.3562,0,-3.1416,MiddleRightLink2,1,0,0,,,,,,,,,,,,
MiddleRightLink4,0.0175022240505962,0.00213695685903806,-0.0022389798194285,0,0,0,0.0328903409487069,3.98709519783942E-06,1.22563067417214E-07,1.68744248766835E-08,7.43377213845984E-06,-1.38372953220075E-07,5.85869865539314E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleRightLink4.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleRightLink4.STL,,servo-14;holdservo-14;asb-06-2;hub-08-3;at-01-2;REC-06-3,Origin_MiddleRightJoint42,Axis_MiddleRightJoint42,MiddleRightJoint4,continuous,0,-0.073063,0.018656,1.5708,-0.7854,1.5708,MiddleRightLink3,0,0,1,,,,,,,,,,,,
MiddleLeftLink1,-0.00338972796446862,0.0229454122748954,-9.48742289343454E-07,0,0,0,0.0066274056524445,2.19706904997706E-06,7.3352551952893E-22,-1.23648257245624E-13,3.22730168561668E-06,-1.38649015147347E-21,4.78057292970291E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink1.STL,,asb-10-2;hornservo-5,Origin_MiddleLeftJoint12,,MiddleLeftJoint1,fixed,-0.0045313,0.032911,-0.039989,0,1.5708,0,base_link,0,0,0,,,,,,,,,,,,
MiddleLeftLink2,0.00630971916442873,0.0142240000000001,-0.00589358826906994,0,0,0,0.0522696869799877,8.5636816000081E-06,-1.38274058125033E-07,-1.0494276688793E-09,1.32217101778383E-05,-1.38274058125026E-07,8.5636816000081E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink2.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink2.STL,,servo-5;holdservo-5;holdservo-11;servo-11,Origin_MiddleLeftJoint22,Axis_MiddleLeftJoint2,MiddleLeftJoint2,continuous,0,0.046063,0,3.1416,-1.5708,0,MiddleLeftLink1,0,0,1,,,,,,,,,,,,
MiddleLeftLink3,0.00315720677483883,-0.0404138550438462,-0.00369375749998499,0,0,0,0.0123870986027426,3.44355530037888E-06,1.2364826165101E-13,1.23648262871156E-13,6.14529175645598E-06,-3.65304851631168E-07,7.79938480929223E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink3.STL,,asb-10-7;asb-11-12;hornservo-17;hornservo-11,Origin_MiddleLeftJoint32,Axis_MiddleLeftJoint32,MiddleLeftJoint3,continuous,0,0.028448,-0.018581,-0.7854,0,-3.1416,MiddleLeftLink2,1,0,0,,,,,,,,,,,,
MiddleLeftLink4,0.0173312004836624,-0.002136956859038,-0.00277237986085704,0,0,0,0.0328903409487069,3.98709519783942E-06,-1.22365823563716E-07,1.79235818268787E-08,7.43377213845985E-06,1.38372942876585E-07,5.85869865539315E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink4.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/MiddleLeftLink4.STL,,servo-17;holdservo-17;asb-06-5;hub-08-5;at-01-1;REC-06-5,Origin_MiddleLeftJoint42,Axis_MiddleLeftJoint42,MiddleLeftJoint4,continuous,0,-0.073063,-0.018656,1.5708,0.7854,1.5708,MiddleLeftLink3,0,0,1,,,,,,,,,,,,
BottomRightLink1,-0.00544490603885191,-0.0151146056014377,0.00266986656589765,0,0,0,0.00840681165634204,3.14658069674164E-06,-3.65304846028535E-07,3.10536586089031E-10,3.15571586439312E-06,-6.39792134758118E-11,1.37420266058929E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink1.STL,,HUB-15-1;asb-11-1;hornservo-1,Origin_BottomRightJoint12,Axis_BottomRightJoint12,BottomRightJoint1,fixed,-0.088859,-0.019413,-0.039989,0,0.00017514,0,base_link,0,1,0,,,,,,,,,,,,
BottomRightLink2,0.00600434318283,-0.014224,-0.00613431228747037,0,0,0,0.0522696869799878,8.56368160000811E-06,1.38471463661502E-07,1.04942766887751E-09,1.32217101778383E-05,1.38471463661504E-07,8.5636816000081E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink2.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink2.STL,,servo-1;holdservo-1;holdservo-7;servo-7,Origin_BottomRightJoint22,Axis_BottomRightJoint2,BottomRightJoint2,continuous,-0.018656,-0.03335,0,0.00012374,-0.00012395,-0.78455,BottomRightLink1,0,0,1,,,,,,,,,,,,
BottomRightLink3,-0.0404138550438458,0.00369060677483947,-0.00369375749998468,0,0,0,0.0123870986027426,6.14529175645597E-06,1.23648256148297E-13,-3.6530485163117E-07,3.44355530037887E-06,1.23648254560111E-13,7.79938480929219E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink3.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink3.STL,,hornservo-7;asb-10-3;asb-11-16;hornservo-13,Origin_BottomRightJoint32,Axis_BottomRightJoint32,BottomRightJoint3,continuous,0,-0.028448,-0.019127099952,0,0.785398163397454,1.5707963267949,BottomRightLink2,0,1,0,,,,,,,,,,,,
BottomRightLink4,0.017502222237589,0.00213695685903822,-0.00223898052686797,0,0,0,0.0328903409487069,3.98709519783942E-06,1.22563229100187E-07,1.68744248766831E-08,7.43377213845984E-06,-1.38372578909951E-07,5.85869865539314E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink4.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomRightLink4.STL,,servo-13;holdservo-13;asb-06-1;hub-08-1;at-01-6;REC-06-2,Origin_BottomRightJoint42,Axis_BottomRightJoint42,BottomRightJoint4,continuous,-0.0730630999999976,0,-0.0186562999999977,-1.5707963267949,0.785398163397442,0,BottomRightLink3,0,0,1,,,,,,,,,,,,
BottomLeftLink1,-0.0054444383569754,-0.0151146056014377,-0.0026708198202042,0,0,0,0.00840681165634204,3.14658075115044E-06,-3.6530485163117E-07,-1.23648257868793E-13,3.15571586439312E-06,1.96266958333954E-21,1.37420260618049E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink1.STL,,HUB-15-2;asb-11-2;hornservo-4,Origin_BottomLeftJoint12,Axis_BottomLeftJoint12,BottomLeftJoint1,fixed,-0.088859,0.032911,-0.039989,3.1416,0,0,base_link,0,1,0,,,,,,,,,,,,
BottomLeftLink2,0.0213846191644279,0.0191261999999996,-0.00590628826906894,0,0,0,0.0522696869799878,8.5636816000081E-06,-1.38274058125027E-07,-1.04942766887137E-09,1.32217101778383E-05,-1.38274058125029E-07,8.56368160000811E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink2.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink2.STL,,servo-4;holdservo-6;holdservo-10;servo-12,Origin_BottomLeftJoint22,Axis_BottomLeftJoint2,BottomLeftJoint2,continuous,-0.0258614686662949,-0.0192303657467149,0,3.14159265358979,0,-0.78454964628684,BottomLeftLink1,0,0,1,,,,,,,,,,,,
BottomLeftLink3,-0.0404138550438461,-0.0119176932251596,0.00369375749998496,0,0,0,0.0123870986027426,6.14529175645598E-06,1.23648255407144E-13,3.6530485163117E-07,3.44355530037886E-06,-1.23648263665715E-13,7.79938480929221E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink3.STL,0.698039215686274,0.698039215686274,0.698039215686274,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink3.STL,,hornservo-12;asb-10-8;asb-11-11;hornservo-18,Origin_BottomLeftJoint32,Axis_BottomLeftJoint32,BottomLeftJoint3,continuous,0,0.0333501999999997,-0.0185936999519997,3.14159265358979,0.785398163397447,-1.5707963267949,BottomLeftLink2,0,1,0,,,,,,,,,,,,
BottomLeftLink4,0.0173312022966688,-0.00213695685860177,-0.0178472805268687,0,0,0,0.0328903409487069,3.98709519783939E-06,-1.22365661702495E-07,1.79235789961424E-08,7.43377213845987E-06,1.38372568566472E-07,5.85869865539314E-06,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink4.STL,1,1,1,1,0,0,0,0,0,0,package://sample_hexapod_robot/meshes/BottomLeftLink4.STL,,servo-18;holdservo-18;asb-06-6;hub-08-6;at-01-5;REC-06-4,Origin_BottomLeftJoint42,Axis_BottomLeftJoint42,BottomLeftJoint4,continuous,-0.0730630999999995,0,0.0186563000000002,-1.57079632679503,-0.785398163397583,0,BottomLeftLink3,0,0,1,,,,,,,,,,,,
